sample_id,category,outlier_dimension,outlier_severity,outlier_direction,truth_topology_id,truth_parameter_domain
final_s03_G007_branch_load_scale_near_lower_02,out_of_domain_near,branch_load_scale,near,lower,G007,out_of_domain
final_s03_G007_branch_load_scale_near_upper_01,out_of_domain_near,branch_load_scale,near,upper,G007,out_of_domain
final_s03_G007_branch_load_scale_near_upper_02,out_of_domain_near,branch_load_scale,near,upper,G007,out_of_domain
final_s03_G007_branch_load_scale_medium_lower_01,out_of_domain_medium,branch_load_scale,medium,lower,G007,out_of_domain
final_s03_G007_branch_load_scale_medium_lower_02,out_of_domain_medium,branch_load_scale,medium,lower,G007,out_of_domain
final_s03_G007_branch_load_scale_medium_upper_01,out_of_domain_medium,branch_load_scale,medium,upper,G007,out_of_domain
final_s03_G007_branch_load_scale_medium_upper_02,out_of_domain_medium,branch_load_scale,medium,upper,G007,out_of_domain
final_s03_G007_branch_load_scale_far_lower_01,out_of_domain_far,branch_load_scale,far,lower,G007,out_of_domain
final_s03_G007_branch_load_scale_far_lower_02,out_of_domain_far,branch_load_scale,far,lower,G007,out_of_domain
final_s03_G007_branch_load_scale_far_upper_01,out_of_domain_far,branch_load_scale,far,upper,G007,out_of_domain
final_s03_G007_branch_load_scale_far_upper_02,out_of_domain_far,branch_load_scale,far,upper,G007,out_of_domain
final_s03_G007_source_impedance_ohm_near_lower_01,out_of_domain_near,source_impedance_ohm,near,lower,G007,out_of_domain
final_s03_G007_source_impedance_ohm_near_lower_02,out_of_domain_near,source_impedance_ohm,near,lower,G007,out_of_domain
final_s03_G007_source_impedance_ohm_near_upper_01,out_of_domain_near,source_impedance_ohm,near,upper,G007,out_of_domain
final_s03_G007_source_impedance_ohm_near_upper_02,out_of_domain_near,source_impedance_ohm,near,upper,G007,out_of_domain
final_s03_G007_source_impedance_ohm_medium_lower_01,out_of_domain_medium,source_impedance_ohm,medium,lower,G007,out_of_domain
final_s03_G007_source_impedance_ohm_medium_lower_02,out_of_domain_medium,source_impedance_ohm,medium,lower,G007,out_of_domain
final_s03_G007_source_impedance_ohm_medium_upper_01,out_of_domain_medium,source_impedance_ohm,medium,upper,G007,out_of_domain
final_s03_G007_source_impedance_ohm_medium_upper_02,out_of_domain_medium,source_impedance_ohm,medium,upper,G007,out_of_domain
final_s03_G007_source_impedance_ohm_far_lower_01,out_of_domain_far,source_impedance_ohm,far,lower,G007,out_of_domain
final_s03_G007_source_impedance_ohm_far_lower_02,out_of_domain_far,source_impedance_ohm,far,lower,G007,out_of_domain
final_s03_G007_source_impedance_ohm_far_upper_01,out_of_domain_far,source_impedance_ohm,far,upper,G007,out_of_domain
final_s03_G007_source_impedance_ohm_far_upper_02,out_of_domain_far,source_impedance_ohm,far,upper,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_near_lower_01,out_of_domain_near,receiver_impedance_ohm,near,lower,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_near_lower_02,out_of_domain_near,receiver_impedance_ohm,near,lower,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_near_upper_01,out_of_domain_near,receiver_impedance_ohm,near,upper,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_near_upper_02,out_of_domain_near,receiver_impedance_ohm,near,upper,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_medium_lower_01,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_medium_lower_02,out_of_domain_medium,receiver_impedance_ohm,medium,lower,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_medium_upper_01,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_medium_upper_02,out_of_domain_medium,receiver_impedance_ohm,medium,upper,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_far_lower_01,out_of_domain_far,receiver_impedance_ohm,far,lower,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_far_lower_02,out_of_domain_far,receiver_impedance_ohm,far,lower,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_far_upper_01,out_of_domain_far,receiver_impedance_ohm,far,upper,G007,out_of_domain
final_s03_G007_receiver_impedance_ohm_far_upper_02,out_of_domain_far,receiver_impedance_ohm,far,upper,G007,out_of_domain
